Victorian Electorates by Locality and Postcode,,,,,,,,,,
Count of Electors and Properties (households) for State Enrolled Electors ONLY as at 27 Mar 2020,,,,,,,,,,
Locality Name,"Post
Code","Municipality
Name","Ward
Name",LGA,"District
Name","District
Code","Region
Name","Region
Code","Property
Count","Elector
Count"
Springvale,3171,Greater Dandenong City Council,Lightwood,54701,Keysborough,41,South-Eastern Metropolitan,5,1364,2207
Springvale,3171,Greater Dandenong City Council,Lightwood,54701,Mulgrave,56,South-Eastern Metropolitan,5,2462,3879
Springvale South,3172,Greater Dandenong City Council,Lightwood,54701,Clarinda,20,South-Eastern Metropolitan,5,1187,2322
Springvale South,3172,Greater Dandenong City Council,Lightwood,54701,Keysborough,41,South-Eastern Metropolitan,5,2855,5602
Springvale South,3172,Greater Dandenong City Council,Paperbark,54702,Keysborough,41,South-Eastern Metropolitan,5,40,90
St Albans,3021,Brimbank City Council,Grasslands,54201,St Albans,78,Western Metropolitan,7,5739,8715
St Albans,3021,Brimbank City Council,Horseshoe Bend,54203,St Albans,78,Western Metropolitan,7,8696,13684
St Albans Park,3219,Greater Geelong City Council,Brownbill,50602,Geelong,33,Western Victoria,8,2176,3820
St Andrews,3761,Nillumbik Shire Council,Sugarloaf,55805,Eildon,24,Northern Victoria,4,476,924
St Andrews Beach,3941,Mornington Peninsula Shire Council,Red Hill,55704,Nepean,61,Eastern Victoria,2,580,722
St Arnaud,3478,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8,1342,1827
St Arnaud East,3477,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8,45,69
St Arnaud North,3477,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8,20,34
St Clair,3995,Bass Coast Shire Council,Bunurong,53401,Bass,3,Eastern Victoria,2,2,1
St Clair,3995,Bass Coast Shire Council,Western Port,53403,Bass,3,Eastern Victoria,2,15,28
St Germains,3620,Greater Shepparton City Council,Unsubdivided,52501,Murray Plains,57,Northern Victoria,4,27,53
St Helena,3088,Banyule City Council,Beale,54002,Eltham,25,Eastern Metropolitan,1,924,2273
St Helens,3285,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8,17,28
St Helens Plains,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,44,Western Victoria,8,20,37
St James,3727,Moira Shire Council,Unsubdivided,52901,Ovens Valley,65,Northern Victoria,4,67,108
St Kilda,3182,Port Phillip City Council,Canal,51101,Caulfield,19,Southern Metropolitan,6,960,985
St Kilda,3182,Port Phillip City Council,Canal,51101,Prahran,68,Southern Metropolitan,6,1659,1615
St Kilda,3182,Port Phillip City Council,Lake,51103,Albert Park,1,Southern Metropolitan,6,9477,9236
St Kilda,3182,Port Phillip City Council,Lake,51103,Prahran,68,Southern Metropolitan,6,1968,2004
St Kilda East,3183,Glen Eira City Council,Camden,54601,Caulfield,19,Southern Metropolitan,6,1641,2644
St Kilda East,3183,Port Phillip City Council,Canal,51101,Prahran,68,Southern Metropolitan,6,5478,6344
St Kilda West,3182,Port Phillip City Council,Lake,51103,Albert Park,1,Southern Metropolitan,6,1970,2241
St Leonards,3223,Greater Geelong City Council,Bellarine,50601,Bellarine,5,Western Victoria,8,2031,2432
Staceys Bridge,3971,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2,29,41
Staffordshire Reef,3351,Golden Plains Shire Council,Unsubdivided,50501,Buninyong,16,Western Victoria,8,31,38
Staghorn Flat,3691,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4,55,116
Staghorn Flat,3691,Wodonga City Council,Unsubdivided,53301,Benambra,6,Northern Victoria,4,59,128
Stanhope,3623,Campaspe Shire Council,Waranga,52304,Euroa,27,Northern Victoria,4,434,610
Stanhope South,3623,Greater Shepparton City Council,Unsubdivided,52501,Euroa,27,Northern Victoria,4,3,3
Stanley,3747,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4,179,315
Staughton Vale,3340,Greater Geelong City Council,Windermere,50604,Lara,43,Western Victoria,8,36,84
Stavely,3379,Ararat Rural City Council,Unsubdivided,51401,Lowan,44,Western Victoria,8,16,26
Stawell,3380,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8,54,115
Stawell,3380,Northern Grampians Shire Council,South West,57403,Ripon,72,Western Victoria,8,55,114
Stawell,3380,Northern Grampians Shire Council,Stawell,57404,Ripon,72,Western Victoria,8,3050,4366
Steels Creek,3775,Yarra Ranges Shire Council,Ryrie,56207,Eildon,24,Northern Victoria,4,120,204
Steiglitz,3331,Golden Plains Shire Council,Unsubdivided,50501,Buninyong,16,Western Victoria,8,36,69
Stewarton,3725,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4,36,67
Stewarton,3725,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,75,Northern Victoria,4,8,12
Stockdale,3862,Wellington Shire Council,Northern,53903,Gippsland East,35,Eastern Victoria,2,20,30
Stockyard Hill,3373,Pyrenees Shire Council,Mount Emu,51905,Ripon,72,Western Victoria,8,21,32
Stonehaven,3218,Golden Plains Shire Council,Unsubdivided,50501,Polwarth,67,Western Victoria,8,31,61
Stoneleigh,3373,Ararat Rural City Council,Unsubdivided,51401,Ripon,72,Western Victoria,8,2,4
Stoneleigh,3373,Pyrenees Shire Council,Mount Emu,51905,Ripon,72,Western Victoria,8,18,33
Stony Creek,3371,Central Goldfields Shire Council,Paddys Ranges,56303,Ripon,72,Western Victoria,8,3,3
Stony Creek,3957,South Gippsland Shire Council,Strzelecki,53802,Gippsland South,36,Eastern Victoria,2,52,83
Stony Creek,3957,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,36,Eastern Victoria,2,88,136
Stonyford,3260,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8,18,23
Stonyford,3260,Corangamite Shire Council,Central,51601,Polwarth,67,Western Victoria,8,6,9
Stonyford,3260,Corangamite Shire Council,South-Central,51604,Polwarth,67,Western Victoria,8,17,22
Stradbroke,3851,Wellington Shire Council,Central,53901,Gippsland South,36,Eastern Victoria,2,68,124
Stradbroke,3851,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2,19,34
Strangways,3461,Hepburn Shire Council,Holcombe,56405,Macedon,45,Northern Victoria,4,6,8
Strangways,3461,Mount Alexander Shire Council,Loddon River,56704,Bendigo West,8,Northern Victoria,4,40,65
Straten,3533,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4,2,4
Stratford,3862,Wellington Shire Council,Central,53901,Gippsland East,35,Eastern Victoria,2,5,7
Stratford,3862,Wellington Shire Council,Northern,53903,Gippsland East,35,Eastern Victoria,2,1220,2084
Strath Creek,3658,Murrindindi Shire Council,Cheviot,53002,Eildon,24,Northern Victoria,4,105,136
Strathallan,3622,Campaspe Shire Council,Kyabram-Deakin,52302,Murray Plains,57,Northern Victoria,4,34,75
Strathallan,3622,Campaspe Shire Council,Western,52305,Murray Plains,57,Northern Victoria,4,16,25
Strathbogie,3666,Strathbogie Shire Council,Mount Wombat,53104,Euroa,27,Northern Victoria,4,176,246
Strathdale,3550,Greater Bendigo City Council,Eppalock,50201,Bendigo East,7,Northern Victoria,4,2623,4526
Strathdownie,3312,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8,73,105
Strathewen,3099,Nillumbik Shire Council,Bunjil,55802,Eildon,24,Northern Victoria,4,88,127
Strathewen,3099,Nillumbik Shire Council,Sugarloaf,55805,Eildon,24,Northern Victoria,4,4,9
Strathfieldsaye,3551,Greater Bendigo City Council,Eppalock,50201,Bendigo East,7,Northern Victoria,4,2205,4348
Strathkellar,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8,33,72
Strathlea,3364,Central Goldfields Shire Council,Tullaroop,56304,Ripon,72,Western Victoria,8,2,4
Strathlea,3364,Mount Alexander Shire Council,Loddon River,56704,Bendigo West,8,Northern Victoria,4,17,16
Strathmerton,3641,Moira Shire Council,Unsubdivided,52901,Shepparton,75,Northern Victoria,4,436,745
Strathmore,3041,Moonee Valley City Council,Buckley,55601,Essendon,26,Western Metropolitan,7,3471,6652
Strathmore Heights,3041,Moonee Valley City Council,Buckley,55601,Essendon,26,Western Metropolitan,7,367,704
Strathmore Heights,3041,Moonee Valley City Council,Rose Hill,55603,Niddrie,62,Western Metropolitan,7,33,50
Strathtulloh,3338,Melton City Council,Coburn,55402,Melton,48,Western Victoria,8,346,593
Streatham,3351,Ararat Rural City Council,Unsubdivided,51401,Lowan,44,Western Victoria,8,60,89
Streatham,3351,Pyrenees Shire Council,Mount Emu,51905,Ripon,72,Western Victoria,8,13,19
Strzelecki,3950,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2,10,19
Strzelecki,3950,South Gippsland Shire Council,Strzelecki,53802,Gippsland South,36,Eastern Victoria,2,44,61
Stuart Mill,3477,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8,51,72
Sugarloaf,3234,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8,9,10
Sugarloaf Creek,3658,Mitchell Shire Council,North,52802,Euroa,27,Northern Victoria,4,102,193
Suggan Buggan,3885,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,3,4
Sulky,3352,Ballarat City Council,North,50302,Ripon,72,Western Victoria,8,38,77
Sulky,3352,Ballarat City Council,North,50302,Wendouree,84,Western Victoria,8,7,12
Sulky,3352,Hepburn Shire Council,Creswick,56404,Ripon,72,Western Victoria,8,42,93
Sunbury,3429,Hume City Council,Jacksons Creek,54802,Sunbury,79,Western Metropolitan,7,15006,27704
Sunday Creek,3658,Mitchell Shire Council,Central,52801,Euroa,27,Northern Victoria,4,124,277
Sunderland Bay,3922,Bass Coast Shire Council,Western Port,53403,Bass,3,Eastern Victoria,2,198,185
Sunset Strip,3922,Bass Coast Shire Council,Island,53402,Bass,3,Eastern Victoria,2,270,299
Sunshine,3020,Brimbank City Council,Harvester,54202,Footscray,30,Western Metropolitan,7,1976,2760
Sunshine,3020,Brimbank City Council,Harvester,54202,St Albans,78,Western Metropolitan,7,1999,2664
Sunshine North,3020,Brimbank City Council,Harvester,54202,St Albans,78,Western Metropolitan,7,4396,7564
Sunshine West,3020,Brimbank City Council,Harvester,54202,Footscray,30,Western Metropolitan,7,7021,12305
Surf Beach,3922,Bass Coast Shire Council,Western Port,53403,Bass,3,Eastern Victoria,2,429,398
Surrey Hills,3127,Boroondara City Council,Lynden,50706,Burwood,17,Southern Metropolitan,6,84,104
Surrey Hills,3127,Boroondara City Council,Maling,50707,Box Hill,10,Eastern Metropolitan,1,1835,3182
Surrey Hills,3127,Boroondara City Council,Maling,50707,Burwood,17,Southern Metropolitan,6,1434,2678
Surrey Hills,3127,Boroondara City Council,Maranoa,50708,Box Hill,10,Eastern Metropolitan,1,108,139
Surrey Hills,3127,Whitehorse City Council,Elgar,55902,Box Hill,10,Eastern Metropolitan,1,492,881
Surrey Hills,3127,Whitehorse City Council,Riversdale,55904,Burwood,17,Southern Metropolitan,6,1671,2940
Sutherland,3477,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8,12,19
Sutherlands Creek,3331,Golden Plains Shire Council,Unsubdivided,50501,Polwarth,67,Western Victoria,8,41,89
Sutton,3530,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4,4,7
Sutton Grange,3448,Mount Alexander Shire Council,Calder,56701,Macedon,45,Northern Victoria,4,70,114
Swan Bay,3225,Greater Geelong City Council,Bellarine,50601,Bellarine,5,Western Victoria,8,26,69
Swan Hill,3585,Swan Hill Rural City Council,Central,57001,Murray Plains,57,Northern Victoria,4,5011,7305
Swan Hill,3585,Swan Hill Rural City Council,Lakes,57002,Murray Plains,57,Northern Victoria,4,193,362
Swan Hill West,3585,Swan Hill Rural City Council,Lakes,57002,Murray Plains,57,Northern Victoria,4,2,4
Swan Marsh,3249,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8,66,104
Swan Reach,3903,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,409,611
Swanpool,3673,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4,108,176
Swanwater,3477,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8,7,14
Swanwater West,3480,Northern Grampians Shire Council,Central,57401,Ripon,72,Western Victoria,8,4,4
Swanwater West,3480,Northern Grampians Shire Council,Kara Kara,57402,Ripon,72,Western Victoria,8,2,5
Swifts Creek,3896,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,154,200
Sydenham,3037,Brimbank City Council,Taylors,54204,Sydenham,80,Western Metropolitan,7,3745,6656
Sylvaterre,3575,Loddon Shire Council,Terrick,56504,Murray Plains,57,Northern Victoria,4,7,12
Tabilk,3607,Strathbogie Shire Council,Hughes Creek,53102,Euroa,27,Northern Victoria,4,6,11
Tabilk,3607,Strathbogie Shire Council,Lake Nagambie,53103,Euroa,27,Northern Victoria,4,59,84
Tabor,3289,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8,17,29
Taggerty,3714,Murrindindi Shire Council,Cathedral,53001,Eildon,24,Northern Victoria,4,224,293
Tahara,3301,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8,9,10
Tahara,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8,10,26
Tahara Bridge,3315,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8,12,16
Tahara West,3310,Glenelg Shire Council,Unsubdivided,51701,Lowan,44,Western Victoria,8,9,16
Talbot,3371,Central Goldfields Shire Council,Paddys Ranges,56303,Ripon,72,Western Victoria,8,272,380
Talgarno,3691,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4,93,178
Tallandoon,3701,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4,46,63
Tallangatta,3700,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4,542,863
Tallangatta East,3700,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4,19,42
Tallangatta South,3701,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4,59,107
Tallangatta Valley,3701,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4,88,151
Tallarook,3659,Mitchell Shire Council,North,52802,Euroa,27,Northern Victoria,4,338,585
Tallygaroopna,3634,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,75,Northern Victoria,4,238,419
Tambo Crossing,3893,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,8,16
Tambo Upper,3885,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,139,258
Tamboon,3890,East Gippsland Shire Council,Unsubdivided,53601,Gippsland East,35,Eastern Victoria,2,5,3
Taminick,3675,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4,41,77
Tamleugh,3669,Strathbogie Shire Council,Honeysuckle Creek,53101,Euroa,27,Northern Victoria,4,24,40
Tamleugh North,3669,Greater Shepparton City Council,Unsubdivided,52501,Euroa,27,Northern Victoria,4,12,31
Tandarook,3260,Corangamite Shire Council,South-Central,51604,Polwarth,67,Western Victoria,8,12,25
Tandarra,3571,Loddon Shire Council,Terrick,56504,Bendigo East,7,Northern Victoria,4,20,46
Tangambalanga,3691,Indigo Shire Council,Unsubdivided,52601,Benambra,6,Northern Victoria,4,282,495
Tanjil Bren,3833,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2,13,4
Tanjil South,3825,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2,121,235
Tanjil South,3825,Latrobe City Council,West,53704,Morwell,54,Eastern Victoria,2,93,170
Tantaraboo,3764,Macedon Ranges Shire Council,East,56601,Macedon,45,Northern Victoria,4,3,3
Tanwood,3478,Pyrenees Shire Council,Avoca,51901,Ripon,72,Western Victoria,8,9,14
Tanwood,3478,Pyrenees Shire Council,De Cameron,51903,Ripon,72,Western Victoria,8,3,4
Tanybryn,3249,Colac Otway Shire Council,Unsubdivided,51501,Polwarth,67,Western Victoria,8,10,11
Taradale,3447,Hepburn Shire Council,Holcombe,56405,Macedon,45,Northern Victoria,4,2,2
Taradale,3447,Mount Alexander Shire Council,Coliban,56703,Macedon,45,Northern Victoria,4,247,378
Tarcombe,3666,Mitchell Shire Council,North,52802,Euroa,27,Northern Victoria,4,5,10
Tarcombe,3666,Strathbogie Shire Council,Hughes Creek,53102,Euroa,27,Northern Victoria,4,1,4
Tarcombe,3666,Strathbogie Shire Council,Mount Wombat,53104,Euroa,27,Northern Victoria,4,9,16
Tarilta,3451,Hepburn Shire Council,Holcombe,56405,Macedon,45,Northern Victoria,4,5,7
Tarilta,3451,Mount Alexander Shire Council,Loddon River,56704,Macedon,45,Northern Victoria,4,8,17
Tarnagulla,3551,Loddon Shire Council,Tarnagulla,56503,Ripon,72,Western Victoria,8,112,121
Tarneit,3029,Wyndham City Council,Chaffey,56101,Tarneit,81,Western Metropolitan,7,13121,20567
Tarneit,3029,Wyndham City Council,Chaffey,56101,Werribee,85,Western Metropolitan,7,23,45
Tarnook,3670,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4,42,70
Taroon,3265,Corangamite Shire Council,South-West,51605,Polwarth,67,Western Victoria,8,4,5
Taroon,3265,Moyne Shire Council,Unsubdivided,51801,Polwarth,67,Western Victoria,8,6,10
Tarra Valley,3971,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2,39,66
Tarranyurk,3414,Hindmarsh Shire Council,North,57302,Lowan,44,Western Victoria,8,18,27
Tarraville,3971,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2,49,64
Tarrawarra,3775,Yarra Ranges Shire Council,Ryrie,56207,Eildon,24,Northern Victoria,4,30,60
Tarrawingee,3678,Wangaratta Rural City Council,North,52702,Ovens Valley,65,Northern Victoria,4,161,292
Tarrayoukyan,3315,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8,10,18
Tarrayoukyan,3315,West Wimmera Shire Council,Unsubdivided,57501,Lowan,44,Western Victoria,8,2,8
Tarrengower,3463,Mount Alexander Shire Council,Tarrengower,56705,Bendigo West,8,Northern Victoria,4,33,53
Tarrenlea,3315,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8,16,32
Tarrington,3301,Southern Grampians Shire Council,Unsubdivided,52001,Lowan,44,Western Victoria,8,142,222
Tarrone,3283,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8,40,53
Tarwin,3956,South Gippsland Shire Council,Strzelecki,53802,Gippsland South,36,Eastern Victoria,2,19,34
Tarwin Lower,3956,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2,168,240
Tarwin Lower,3956,South Gippsland Shire Council,Strzelecki,53802,Gippsland South,36,Eastern Victoria,2,53,87
Tatong,3673,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4,133,227
Tatura,3616,Greater Shepparton City Council,Unsubdivided,52501,Euroa,27,Northern Victoria,4,83,172
Tatura,3616,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,75,Northern Victoria,4,2072,3345
Tatura East,3616,Greater Shepparton City Council,Unsubdivided,52501,Shepparton,75,Northern Victoria,4,51,101
Tatyoon,3378,Ararat Rural City Council,Unsubdivided,51401,Lowan,44,Western Victoria,8,34,56
Tatyoon,3378,Ararat Rural City Council,Unsubdivided,51401,Ripon,72,Western Victoria,8,19,35
Tawonga,3697,Alpine Shire Council,Unsubdivided,52201,Benambra,6,Northern Victoria,4,298,436
Tawonga South,3698,Alpine Shire Council,Unsubdivided,52201,Benambra,6,Northern Victoria,4,560,692
Taylor Bay,3713,Murrindindi Shire Council,Eildon,53003,Eildon,24,Northern Victoria,4,54,40
Taylors Hill,3037,Melton City Council,Watts,55403,Sydenham,80,Western Metropolitan,7,4423,9512
Taylors Lakes,3038,Brimbank City Council,Taylors,54204,Niddrie,62,Western Metropolitan,7,520,1084
Taylors Lakes,3038,Brimbank City Council,Taylors,54204,Sydenham,80,Western Metropolitan,7,4858,10959
Teal Point,3579,Gannawarra Shire Council,Murray,57202,Murray Plains,57,Northern Victoria,4,32,49
Tecoma,3160,Yarra Ranges Shire Council,Lyster,56204,Monbulk,51,Eastern Victoria,2,772,1421
Tecoma,3160,Yarra Ranges Shire Council,Streeton,56208,Monbulk,51,Eastern Victoria,2,103,211
Teddywaddy,3527,Buloke Shire Council,Lower Avoca,57101,Mildura,49,Northern Victoria,4,13,18
Teddywaddy West,3527,Buloke Shire Council,Lower Avoca,57101,Mildura,49,Northern Victoria,4,8,5
Teddywaddy West,3527,Buloke Shire Council,Mount Jeffcott,57103,Mildura,49,Northern Victoria,4,5,8
Teesdale,3328,Golden Plains Shire Council,Unsubdivided,50501,Polwarth,67,Western Victoria,8,663,1356
Telangatuk East,3401,Horsham Rural City Council,Unsubdivided,56801,Lowan,44,Western Victoria,8,28,47
Telford,3730,Moira Shire Council,Unsubdivided,52901,Ovens Valley,65,Northern Victoria,4,11,24
Telopea Downs,3420,West Wimmera Shire Council,Unsubdivided,57501,Lowan,44,Western Victoria,8,21,31
Templestowe,3106,Manningham City Council,Heide,55101,Bulleen,14,Eastern Metropolitan,1,6242,11856
Templestowe,3106,Manningham City Council,Koonung,55102,Bulleen,14,Eastern Metropolitan,1,91,183
Templestowe,3106,Manningham City Council,Mullum Mullum,55103,Warrandyte,83,Eastern Metropolitan,1,50,137
Templestowe Lower,3107,Manningham City Council,Heide,55101,Bulleen,14,Eastern Metropolitan,1,5545,9659
Templestowe Lower,3107,Manningham City Council,Koonung,55102,Bulleen,14,Eastern Metropolitan,1,44,45
Tempy,3489,Mildura Rural City Council,Unsubdivided,56901,Mildura,49,Northern Victoria,4,9,20
Tempy,3489,Yarriambiack Shire Council,Hopetoun,57602,Mildura,49,Northern Victoria,4,39,30
Tenby Point,3984,Bass Coast Shire Council,Western Port,53403,Bass,3,Eastern Victoria,2,124,159
Tennyson,3572,Campaspe Shire Council,Western,52305,Murray Plains,57,Northern Victoria,4,51,93
Terang,3264,Corangamite Shire Council,Central,51601,Polwarth,67,Western Victoria,8,1096,1683
Terang,3264,Moyne Shire Council,Unsubdivided,51801,Polwarth,67,Western Victoria,8,5,11
Terip Terip,3719,Murrindindi Shire Council,Koriella,53006,Eildon,24,Northern Victoria,4,44,64
Terrappee,3525,Buloke Shire Council,Lower Avoca,57101,Mildura,49,Northern Victoria,4,2,3
Terrappee,3525,Loddon Shire Council,Boort,56501,Murray Plains,57,Northern Victoria,4,7,14
Terrick Terrick,3575,Loddon Shire Council,Terrick,56504,Murray Plains,57,Northern Victoria,4,6,8
Terrick Terrick East,3573,Campaspe Shire Council,Western,52305,Murray Plains,57,Northern Victoria,4,2,4
Tesbury,3260,Corangamite Shire Council,Central,51601,Polwarth,67,Western Victoria,8,5,6
Tesbury,3260,Corangamite Shire Council,South-Central,51604,Polwarth,67,Western Victoria,8,34,63
Tetoora Road,3821,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2,38,65
Thalia,3527,Buloke Shire Council,Mallee,57102,Mildura,49,Northern Victoria,4,3,4
Thalia,3527,Buloke Shire Council,Mount Jeffcott,57103,Mildura,49,Northern Victoria,4,3,2
Thalloo,3825,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2,12,21
The Basin,3154,Knox City Council,Chandler,55002,Bayswater,4,Eastern Metropolitan,1,1723,3177
The Cove,3268,Moyne Shire Council,Unsubdivided,51801,South-West Coast,77,Western Victoria,8,8,12
The Gurdies,3984,Bass Coast Shire Council,Western Port,53403,Bass,3,Eastern Victoria,2,137,201
The Heart,3851,Wellington Shire Council,Central,53901,Gippsland South,36,Eastern Victoria,2,13,20
The Honeysuckles,3851,Wellington Shire Council,Coastal,53902,Gippsland South,36,Eastern Victoria,2,78,85
The Patch,3792,Yarra Ranges Shire Council,Chandler,56202,Monbulk,51,Eastern Victoria,2,1,1
The Patch,3792,Yarra Ranges Shire Council,Lyster,56204,Monbulk,51,Eastern Victoria,2,399,801
The Sisters,3265,Moyne Shire Council,Unsubdivided,51801,Polwarth,67,Western Victoria,8,58,102
Thologolong,3691,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4,11,18
Thomastown,3074,Whittlesea City Council,South East,56002,Thomastown,82,Northern Metropolitan,3,1436,2683
Thomastown,3074,Whittlesea City Council,South West,56003,Thomastown,82,Northern Metropolitan,3,6754,11251
Thomson,3219,Greater Geelong City Council,Brownbill,50602,Geelong,33,Western Victoria,8,953,1249
Thoona,3726,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4,56,94
Thornbury,3071,Darebin City Council,Cazaly,50801,Northcote,63,Northern Metropolitan,3,2296,3628
Thornbury,3071,Darebin City Council,Rucker,50803,Northcote,63,Northern Metropolitan,3,6994,10557
Thornhill Park,3335,Melton City Council,Cambridge,55401,Kororoit,42,Western Metropolitan,7,454,652
Thornton,3712,Murrindindi Shire Council,Eildon,53003,Eildon,24,Northern Victoria,4,175,273
Thorpdale,3835,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2,236,389
Thorpdale South,3824,Baw Baw Shire Council,East,53502,Narracan,58,Eastern Victoria,2,16,20
Thorpdale South,3824,South Gippsland Shire Council,Tarwin Valley,53803,Gippsland South,36,Eastern Victoria,2,1,1
Thowgla Valley,3707,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4,41,66
Three Bridges,3797,Yarra Ranges Shire Council,O'Shannassy,56206,Eildon,24,Northern Victoria,4,81,159
Tidal River,3960,South Gippsland Shire Council,Coastal-Promontory,53801,Gippsland South,36,Eastern Victoria,2,12,6
Timboon,3268,Corangamite Shire Council,South-West,51605,Polwarth,67,Western Victoria,8,598,908
Timboon West,3268,Corangamite Shire Council,South-West,51605,Polwarth,67,Western Victoria,8,20,41
Timmering,3561,Campaspe Shire Council,Kyabram-Deakin,52302,Murray Plains,57,Northern Victoria,4,36,48
Timor,3465,Central Goldfields Shire Council,Flynn,56301,Ripon,72,Western Victoria,8,31,45
Timor West,3465,Central Goldfields Shire Council,Flynn,56301,Ripon,72,Western Victoria,8,11,20
Timor West,3465,Central Goldfields Shire Council,Paddys Ranges,56303,Ripon,72,Western Victoria,8,2,3
Tinamba,3859,Wellington Shire Council,Northern,53903,Gippsland East,35,Eastern Victoria,2,149,234
Tinamba West,3859,Wellington Shire Council,Northern,53903,Gippsland East,35,Eastern Victoria,2,23,35
Tintaldra,3708,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4,38,59
Tittybong,3542,Gannawarra Shire Council,Avoca,57201,Murray Plains,57,Northern Victoria,4,4,3
Tol Tol,3549,Swan Hill Rural City Council,Robinvale,57004,Mildura,49,Northern Victoria,4,72,93
Tolmie,3723,Benalla Rural City Council,Unsubdivided,57901,Euroa,27,Northern Victoria,4,2,5
Tolmie,3723,Mansfield Shire Council,Tolmie,58004,Eildon,24,Northern Victoria,4,243,366
Tolmie,3723,Wangaratta Rural City Council,South,52703,Ovens Valley,65,Northern Victoria,4,20,26
Tom Groggin,3707,Towong Shire Council,Unsubdivided,53201,Benambra,6,Northern Victoria,4,1,1
Tongala,3621,Campaspe Shire Council,Kyabram-Deakin,52302,Murray Plains,57,Northern Victoria,4,869,1375
